School,Program,Result,Result_Date,GPA,Verbal_GRE,Quant_GRE,Writing_GRE,Subject_GRE,Status,Submit_Date,Result_Day,Result_Month,Result_Year,Submit_Day,Submit_Month,Submit_Year,Degree_Type
USC,"Statistics, Masters (F10)",Rejected,31 Mar 2010,,,,,,,31 Mar 2010,31,Mar,2010,31,Mar,2010,Masters
Cornell University,"Statistics, PhD (F10)",Rejected,31 Mar 2010,3.7999999999999998,610.0,790.0,4.5,,A,31 Mar 2010,31,Mar,2010,31,Mar,2010,Phd
University Of South Carolina,"Statistics, PhD (F10)",Rejected,31 Mar 2010,,,,,,,31 Mar 2010,31,Mar,2010,31,Mar,2010,Phd
Cornell University,"Statistics, PhD (F10)",Rejected,31 Mar 2010,,,,,,,31 Mar 2010,31,Mar,2010,31,Mar,2010,Phd
McGill University,"Political Science (Social Statistics Option), Masters (F10)",Rejected,30 Mar 2010,,,,,,,30 Mar 2010,30,Mar,2010,30,Mar,2010,Masters
Rutgers,"Statistics, Masters (F10)",Accepted,30 Mar 2010,,,,,,,30 Mar 2010,30,Mar,2010,30,Mar,2010,Masters
NCSU,"Applied Statistics, PhD (F10)",Accepted,29 Mar 2010,,,,,,,29 Mar 2010,29,Mar,2010,29,Mar,2010,Phd
University Of Chicago,"Statistics, Masters (F10)",Rejected,25 Mar 2010,,,,,,,29 Mar 2010,25,Mar,2010,29,Mar,2010,Masters
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Accepted,26 Mar 2010,,,,,,,29 Mar 2010,26,Mar,2010,29,Mar,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,27 Mar 2010,,,,,,,27 Mar 2010,27,Mar,2010,27,Mar,2010,Masters
University Of Iowa,"Statistics, PhD (F10)",Accepted,26 Mar 2010,,,,,,,27 Mar 2010,26,Mar,2010,27,Mar,2010,Phd
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Rejected,27 Mar 2010,,,,,,,27 Mar 2010,27,Mar,2010,27,Mar,2010,Masters
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Rejected,27 Mar 2010,,,,,,,27 Mar 2010,27,Mar,2010,27,Mar,2010,Masters
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Rejected,27 Mar 2010,,,,,,,27 Mar 2010,27,Mar,2010,27,Mar,2010,Masters
"University Of Michigan, Ann Arbor","Statistics, Masters (F10)",Rejected,24 Mar 2010,,,,,,,26 Mar 2010,24,Mar,2010,26,Mar,2010,Masters
Rutgers,"Statistics, PhD (F10)",Rejected,26 Mar 2010,,,,,,,26 Mar 2010,26,Mar,2010,26,Mar,2010,Phd
Duke,"Statistics, PhD (F10)",Rejected,26 Mar 2010,,,,,,,26 Mar 2010,26,Mar,2010,26,Mar,2010,Phd
Rutgers,"Statistics, Masters (F10)",Accepted,26 Mar 2010,,,,,,,26 Mar 2010,26,Mar,2010,26,Mar,2010,Masters
University Of Florida,"Statistics, Masters (F10)",Rejected,25 Mar 2010,,,,,,,26 Mar 2010,25,Mar,2010,26,Mar,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,26 Mar 2010,,,,,,,26 Mar 2010,26,Mar,2010,26,Mar,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,26 Mar 2010,,,,,,,26 Mar 2010,26,Mar,2010,26,Mar,2010,Masters
University Of Florida,"Statistics, Masters (F10)",Rejected,25 Mar 2010,,,,,,,26 Mar 2010,25,Mar,2010,26,Mar,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,25 Mar 2010,,,,,,,26 Mar 2010,25,Mar,2010,26,Mar,2010,Masters
University Of Florida,"Statistics, Masters (F10)",Rejected,25 Mar 2010,,,,,,,26 Mar 2010,25,Mar,2010,26,Mar,2010,Masters
Duke,"Statistics, PhD (F10)",Rejected,26 Mar 2010,,,,,,,26 Mar 2010,26,Mar,2010,26,Mar,2010,Phd
University Of Florida,"Statistics, PhD (F10)",Rejected,26 Mar 2010,,,,,,,26 Mar 2010,26,Mar,2010,26,Mar,2010,Phd
University Of Chicago,"Statistics, Masters (F10)",Rejected,25 Mar 2010,,,,,,,25 Mar 2010,25,Mar,2010,25,Mar,2010,Masters
University Of Toronto,"Statistics, PhD (F10)",Rejected,24 Mar 2010,,,,,,,25 Mar 2010,24,Mar,2010,25,Mar,2010,Phd
University Of Chicago,"Statistics, Masters (F10)",Rejected,25 Mar 2010,,,,,,,25 Mar 2010,25,Mar,2010,25,Mar,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Rejected,25 Mar 2010,3.8500000000000001,720.0,800.0,4.5,,A,25 Mar 2010,25,Mar,2010,25,Mar,2010,Masters
Columbia University,"Statistics, Masters (F10)",Accepted,25 Mar 2010,,,,,,,25 Mar 2010,25,Mar,2010,25,Mar,2010,Masters
University Of Chicago,"Mathematical Statistics, Masters (F10)",Rejected,25 Mar 2010,3.1000000000000001,550.0,800.0,0.0,,A,25 Mar 2010,25,Mar,2010,25,Mar,2010,Masters
University Of Chicago,"Statistics, Masters (F10)",Accepted,25 Mar 2010,,,,,,,25 Mar 2010,25,Mar,2010,25,Mar,2010,Masters
University Of Washington,"Statistics, Masters (F10)",Accepted,24 Mar 2010,,,,,,,25 Mar 2010,24,Mar,2010,25,Mar,2010,Masters
Iowa State,"Mathematical Statistics, PhD (F10)",Rejected,25 Mar 2010,,580.0,800.0,3.0,,U,25 Mar 2010,25,Mar,2010,25,Mar,2010,Phd
Georgetown University,"Mathematics And Statistics, Masters (F10)",Accepted,24 Mar 2010,,,,,,,24 Mar 2010,24,Mar,2010,24,Mar,2010,Masters
Stanford University,"Applied Statistics, Masters (F10)",Accepted,24 Mar 2010,,,,,,,24 Mar 2010,24,Mar,2010,24,Mar,2010,Masters
Stanford University,"Statistics, Masters (F10)",Accepted,23 Mar 2010,,,,,,,24 Mar 2010,23,Mar,2010,24,Mar,2010,Masters
Stanford University,"Statistics, Masters (F10)",Rejected,24 Mar 2010,,,,,,,24 Mar 2010,24,Mar,2010,24,Mar,2010,Masters
University Of Arizona,"Statistics, PhD (F10)",Accepted,24 Mar 2010,,,,,,,24 Mar 2010,24,Mar,2010,24,Mar,2010,Phd
Stanford University,"Applied Math And Statistics, Masters (F10)",Rejected,24 Mar 2010,,,,,,,24 Mar 2010,24,Mar,2010,24,Mar,2010,Masters
Virginia Tech,"Statistics, PhD (F10)",Accepted,24 Mar 2010,,,,,,,24 Mar 2010,24,Mar,2010,24,Mar,2010,Phd
Stanford University,"Statistics, Masters (F10)",Rejected,24 Mar 2010,,,,,,,24 Mar 2010,24,Mar,2010,24,Mar,2010,Masters
Stanford University,"Statistics, Masters (F10)",Rejected,23 Mar 2010,,,,,,,24 Mar 2010,23,Mar,2010,24,Mar,2010,Masters
Stanford University,"Statistics, Masters (F10)",Rejected,23 Mar 2010,,,,,,,23 Mar 2010,23,Mar,2010,23,Mar,2010,Masters
Stanford University,"Statistics, Masters (F10)",Rejected,23 Mar 2010,,,,,,,23 Mar 2010,23,Mar,2010,23,Mar,2010,Masters
McGill University,"Applied Mathematics And Statistics, PhD (S10)",Rejected,22 Mar 2010,,,,,,,23 Mar 2010,22,Mar,2010,23,Mar,2010,Phd
Stanford University,"Statistics, Masters (F10)",Rejected,23 Mar 2010,3.6000000000000001,630.0,800.0,4.0,,A,23 Mar 2010,23,Mar,2010,23,Mar,2010,Masters
Stanford University,"Statistics, Masters (F10)",Rejected,23 Mar 2010,,,,,,,23 Mar 2010,23,Mar,2010,23,Mar,2010,Masters
Stanford University,"Applied Math And Statistics, Masters (F10)",Accepted,23 Mar 2010,,,,,,,23 Mar 2010,23,Mar,2010,23,Mar,2010,Masters
University Of Toronto,"Statistics, Masters (F10)",Rejected,23 Mar 2010,,,,,,,23 Mar 2010,23,Mar,2010,23,Mar,2010,Masters
University Of Toronto,"Statistics, Masters (F10)",Rejected,23 Mar 2010,3.75,500.0,800.0,5.5,,I,23 Mar 2010,23,Mar,2010,23,Mar,2010,Masters
Purdue University,"Statistics, Masters (F10)",Accepted,2 Mar 2010,,,,,,,23 Mar 2010,2,Mar,2010,23,Mar,2010,Masters
Oxford,"Statistics, PhD (F10)",Accepted,22 Mar 2010,,,,,,,22 Mar 2010,22,Mar,2010,22,Mar,2010,Phd
University Of Pennsylvania GSE,"Statistics, Measurement, Assessment And Research Technology, Masters (F10)",Accepted,15 Mar 2010,,,,,,,22 Mar 2010,15,Mar,2010,22,Mar,2010,Masters
Harvard University,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,0.0,0.0,0.0,880.0,I,21 Mar 2010,16,Mar,2010,21,Mar,2010,Phd
University Of Georgia,"Statistics, PhD (F10)",Accepted,16 Mar 2010,,,,,,,20 Mar 2010,16,Mar,2010,20,Mar,2010,Phd
University Of Arizona,"Statistics, Masters (F10)",Accepted,19 Mar 2010,3.6899999999999999,710.0,800.0,5.5,,A,19 Mar 2010,19,Mar,2010,19,Mar,2010,Masters
Duke,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,,,,,,19 Mar 2010,16,Mar,2010,19,Mar,2010,Phd
Harvard University,"Statistics, Masters (F10)",Rejected,19 Mar 2010,,,,,,,19 Mar 2010,19,Mar,2010,19,Mar,2010,Masters
University Of Rochester,"Statistics, PhD (F10)",Rejected,19 Mar 2010,,,,,,,19 Mar 2010,19,Mar,2010,19,Mar,2010,Phd
Cornell University,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,,,,,,18 Mar 2010,16,Mar,2010,18,Mar,2010,Phd
Cornell University,"Applied Statistics, Masters (F10)",Accepted,16 Mar 2010,,,,,,,18 Mar 2010,16,Mar,2010,18,Mar,2010,Masters
Cornell University,"Statistics, Masters (F10)",Accepted,18 Mar 2010,3.6000000000000001,800.0,570.0,0.0,,I,18 Mar 2010,18,Mar,2010,18,Mar,2010,Masters
Cornell University,"Statistics, Masters (F10)",Rejected,17 Mar 2010,3.8100000000000001,560.0,790.0,0.0,,A,18 Mar 2010,17,Mar,2010,18,Mar,2010,Masters
Cornell University,"Statistics, Masters (F10)",Rejected,17 Mar 2010,3.8100000000000001,560.0,790.0,0.0,,A,18 Mar 2010,17,Mar,2010,18,Mar,2010,Masters
University Of Connecticut,"Statistics, PhD (F10)",Rejected,18 Mar 2010,,,,,,,18 Mar 2010,18,Mar,2010,18,Mar,2010,Phd
Columbia University,"Applied Statistics, Masters (F10)",Accepted,18 Mar 2010,3.5,400.0,800.0,3.5,,I,18 Mar 2010,18,Mar,2010,18,Mar,2010,Masters
Purdue University,"Statistics, PhD (F10)",Rejected,17 Mar 2010,,,,,,,17 Mar 2010,17,Mar,2010,17,Mar,2010,Phd
Cornell University,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,,,,,,17 Mar 2010,16,Mar,2010,17,Mar,2010,Phd
Columbia University,"Statistics, PhD (F10)",Rejected,15 Mar 2010,,,,,,,17 Mar 2010,15,Mar,2010,17,Mar,2010,Phd
Purdue University,"Statistics, PhD (S10)",Accepted,17 Mar 2010,,,,,,,17 Mar 2010,17,Mar,2010,17,Mar,2010,Phd
University Of Chicago,"Statistics, Masters (F10)",Accepted,16 Mar 2010,,,,,,,17 Mar 2010,16,Mar,2010,17,Mar,2010,Masters
"University Of California, Riverside","Applied Statistics, PhD (F10)",Accepted,17 Mar 2010,,,,,,,17 Mar 2010,17,Mar,2010,17,Mar,2010,Phd
University Of Chicago,"Statistics, Masters (F10)",Accepted,16 Mar 2010,3.77,570.0,790.0,3.5,,A,16 Mar 2010,16,Mar,2010,16,Mar,2010,Masters
Purdue University,"Statistics, PhD (F10)",Rejected,16 Mar 2010,3.98,650.0,790.0,5.0,,A,16 Mar 2010,16,Mar,2010,16,Mar,2010,Phd
University Of Wyoming,"Statistics, Masters (F10)",Accepted,10 Mar 2010,,,,,,,16 Mar 2010,10,Mar,2010,16,Mar,2010,Masters
George Washington University,"Statistics, Masters (F10)",Accepted,11 Mar 2010,,,,,,,16 Mar 2010,11,Mar,2010,16,Mar,2010,Masters
University Of Georgia,"Statistics, PhD (F10)",Accepted,16 Mar 2010,,,,,,,16 Mar 2010,16,Mar,2010,16,Mar,2010,Phd
Columbia University,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,,,,,,16 Mar 2010,16,Mar,2010,16,Mar,2010,Phd
Cornell University,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,,,,,,16 Mar 2010,16,Mar,2010,16,Mar,2010,Phd
Duke,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,,,,,,16 Mar 2010,16,Mar,2010,16,Mar,2010,Phd
University Of Chicago,"Statistics, Masters (F10)",Accepted,16 Mar 2010,,,,,,,16 Mar 2010,16,Mar,2010,16,Mar,2010,Masters
Columbia University,"Statistics, PhD (F10)",Rejected,16 Mar 2010,,,,,,,16 Mar 2010,16,Mar,2010,16,Mar,2010,Phd
Columbia University,"Statistics, Masters (F10)",Accepted,15 Mar 2010,,,,,,,16 Mar 2010,15,Mar,2010,16,Mar,2010,Masters
Harvard University,"Statistics, Masters (F10)",Rejected,16 Mar 2010,,,,,,,16 Mar 2010,16,Mar,2010,16,Mar,2010,Masters
Harvard University,"Applied Statistics, Masters (F10)",Rejected,15 Mar 2010,,,,,,,15 Mar 2010,15,Mar,2010,15,Mar,2010,Masters
Harvard University,"Applied Statistics, Masters (F10)",Rejected,15 Mar 2010,,,,,,,15 Mar 2010,15,Mar,2010,15,Mar,2010,Masters
Harvard University,"Applied Statistics, Masters (F10)",Rejected,15 Mar 2010,,,,,,,15 Mar 2010,15,Mar,2010,15,Mar,2010,Masters
Duke,"Applied Statistics, PhD (F10)",Rejected,15 Mar 2010,,,,,,,15 Mar 2010,15,Mar,2010,15,Mar,2010,Phd
Harvard University,"Statistics, Masters (F10)",Rejected,15 Mar 2010,3.6000000000000001,630.0,800.0,4.0,,A,15 Mar 2010,15,Mar,2010,15,Mar,2010,Masters
Cornell University,"Applied Statistics, Masters (F10)",Accepted,11 Mar 2010,,,,,,,15 Mar 2010,11,Mar,2010,15,Mar,2010,Masters
University Of Connecticut,"Statistics, Masters (F10)",Rejected,14 Mar 2010,,,,,,,14 Mar 2010,14,Mar,2010,14,Mar,2010,Masters
Oregon State University,"Statistics, PhD (F10)",Rejected,11 Mar 2010,,,,,,,13 Mar 2010,11,Mar,2010,13,Mar,2010,Phd
University Of Waterloo,"Statistics, Masters (F10)",Rejected,13 Mar 2010,,,,,,,13 Mar 2010,13,Mar,2010,13,Mar,2010,Masters
University Of Toronto,"Statistics, Masters (F10)",Rejected,13 Mar 2010,,,,,,,13 Mar 2010,13,Mar,2010,13,Mar,2010,Masters
Cornell University,"Statistics, PhD (F10)",Accepted,11 Mar 2010,,,,,,,12 Mar 2010,11,Mar,2010,12,Mar,2010,Phd
Oregon State University,"Applied Math And Statistics (AMS), Masters (F10)",Accepted,11 Mar 2010,,,,,,,11 Mar 2010,11,Mar,2010,11,Mar,2010,Masters
Cornell University,"Statistics, PhD (F10)",Accepted,11 Mar 2010,,,,,,,11 Mar 2010,11,Mar,2010,11,Mar,2010,Phd
Columbia University,"Statistics, PhD (F10)",Rejected,10 Mar 2010,,,,,,,10 Mar 2010,10,Mar,2010,10,Mar,2010,Phd
Cornell University,"Statistics, PhD (F10)",Rejected,10 Mar 2010,,,,,,,10 Mar 2010,10,Mar,2010,10,Mar,2010,Phd
Cornell University,"Applied Statistics, PhD (F10)",Rejected,10 Mar 2010,,,,,,,10 Mar 2010,10,Mar,2010,10,Mar,2010,Phd
Harvard University,"Statistics, PhD (F10)",Rejected,9 Mar 2010,,,,,,,10 Mar 2010,9,Mar,2010,10,Mar,2010,Phd
Rice University,"Statistics, PhD (F10)",Rejected,9 Mar 2010,,,,,,,10 Mar 2010,9,Mar,2010,10,Mar,2010,Phd
Yale,"Statistics, PhD (F10)",Accepted,25 Feb 2010,,,,,,,10 Mar 2010,25,Feb,2010,10,Mar,2010,Phd
University Of Pennsylvania,"Statistics, PhD (F10)",Accepted,16 Feb 2010,,,,,,,10 Mar 2010,16,Feb,2010,10,Mar,2010,Phd
Rice University,"Statistics, PhD (F10)",Accepted,9 Mar 2010,,,,,,,9 Mar 2010,9,Mar,2010,9,Mar,2010,Phd
Columbia University,"Statistics, Masters (F10)",Accepted,9 Mar 2010,3.6000000000000001,630.0,800.0,4.0,,A,9 Mar 2010,9,Mar,2010,9,Mar,2010,Masters
Columbia University,"Statistics, PhD (F10)",Rejected,9 Mar 2010,,,,,,,9 Mar 2010,9,Mar,2010,9,Mar,2010,Phd
Iowa State,"Statistics, PhD (F10)",Accepted,9 Mar 2010,,,,,,,9 Mar 2010,9,Mar,2010,9,Mar,2010,Phd
Cornell University,"Applied Statistics, Masters (F10)",Accepted,9 Mar 2010,,,,,,,9 Mar 2010,9,Mar,2010,9,Mar,2010,Masters
Stony Brook University,"Applied Math And Statistics (AMS), PhD (F10)",Accepted,9 Mar 2010,,,,,,,9 Mar 2010,9,Mar,2010,9,Mar,2010,Phd
McGill University,"Statistics, Masters (F10)",Rejected,9 Mar 2010,,,,,,,9 Mar 2010,9,Mar,2010,9,Mar,2010,Masters
Stony Brook University,"Statistics, PhD (F10)",Accepted,9 Mar 2010,,,,,,,9 Mar 2010,9,Mar,2010,9,Mar,2010,Phd
Rice University,"Statistics, PhD (F10)",Rejected,8 Mar 2010,,610.0,750.0,0.0,,A,8 Mar 2010,8,Mar,2010,8,Mar,2010,Phd
Oregon State University,"Statistics, PhD (F10)",Rejected,8 Mar 2010,,,,,,,8 Mar 2010,8,Mar,2010,8,Mar,2010,Phd
Duke,"Statistics, PhD (F10)",Rejected,8 Mar 2010,,,,,,,8 Mar 2010,8,Mar,2010,8,Mar,2010,Phd
University Of Rochester,"Biostatistics, Statistics, PhD (F10)",Rejected,8 Mar 2010,,,,,,,8 Mar 2010,8,Mar,2010,8,Mar,2010,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F10)",Rejected,16 Feb 2010,,,,,,,8 Mar 2010,16,Feb,2010,8,Mar,2010,Masters
Duke,"Statistics, PhD (F10)",Rejected,4 Mar 2010,,,,,,,7 Mar 2010,4,Mar,2010,7,Mar,2010,Phd
Colorado State University,"Statistics, PhD (F10)",Accepted,5 Mar 2010,,,,,,,7 Mar 2010,5,Mar,2010,7,Mar,2010,Phd
Penn State University,"Statistics, Masters (F10)",Rejected,5 Mar 2010,,,,,,,7 Mar 2010,5,Mar,2010,7,Mar,2010,Masters
U Of Pitt,"Statistics, Masters (F10)",Rejected,5 Mar 2010,,,,,,,7 Mar 2010,5,Mar,2010,7,Mar,2010,Masters
Cornell University,"Applied Statistics, Masters (F10)",Accepted,6 Mar 2010,,,,,,,6 Mar 2010,6,Mar,2010,6,Mar,2010,Masters
Columbia University,"Statistics, PhD (F10)",Rejected,6 Mar 2010,,,,,,,6 Mar 2010,6,Mar,2010,6,Mar,2010,Phd
U Of Pitt,"Statistics, PhD (F10)",Rejected,6 Mar 2010,,,,,,,6 Mar 2010,6,Mar,2010,6,Mar,2010,Phd
Colorado State University,"Statistics, PhD (F10)",Rejected,2 Mar 2010,,,,,,,6 Mar 2010,2,Mar,2010,6,Mar,2010,Phd
Harvard University,"Statistics, PhD (F10)",Rejected,25 Feb 2010,,,,,,,6 Mar 2010,25,Feb,2010,6,Mar,2010,Phd
Rice University,"Statistics, PhD (F10)",Rejected,5 Mar 2010,3.3999999999999999,620.0,800.0,4.0,,U,6 Mar 2010,5,Mar,2010,6,Mar,2010,Phd
Harvard University,"Statistics, PhD (F10)",Rejected,2 Mar 2010,,,,,,,6 Mar 2010,2,Mar,2010,6,Mar,2010,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F10)",Accepted,1 Mar 2010,,,,,,,6 Mar 2010,1,Mar,2010,6,Mar,2010,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F10)",Rejected,2 Mar 2010,,,,,,,6 Mar 2010,2,Mar,2010,6,Mar,2010,Phd
University Of Pennsylvania,"Statistics, PhD (F10)",Rejected,6 Mar 2010,,,,,,,6 Mar 2010,6,Mar,2010,6,Mar,2010,Phd
University Of Pennsylvania,"Statistics, PhD (F10)",Rejected,5 Mar 2010,,,,,,,6 Mar 2010,5,Mar,2010,6,Mar,2010,Phd
University Of Pennsylvania,"Statistics, PhD (F10)",Rejected,5 Mar 2010,,,,,,,5 Mar 2010,5,Mar,2010,5,Mar,2010,Phd
"University Of Wisconsin, Madison","Applied Math And Statistics (AMS), Masters (F10)",Accepted,8 Feb 2010,,,,,,,5 Mar 2010,8,Feb,2010,5,Mar,2010,Masters
Cornell University,"Statistics, Masters (F10)",Accepted,5 Mar 2010,,,,,,,5 Mar 2010,5,Mar,2010,5,Mar,2010,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F10)",Accepted,5 Mar 2010,,,,,,,5 Mar 2010,5,Mar,2010,5,Mar,2010,Phd
U Of Pitt,"Statistics, PhD (F10)",Accepted,3 Mar 2010,,,,,,,5 Mar 2010,3,Mar,2010,5,Mar,2010,Phd
Colorado State University,"Statistics, PhD (F10)",Rejected,3 Mar 2010,,,,,,,4 Mar 2010,3,Mar,2010,4,Mar,2010,Phd
Columbia University,"Statistics, PhD (F10)",Accepted,4 Mar 2010,,,,,,,4 Mar 2010,4,Mar,2010,4,Mar,2010,Phd
U Of Pitt,"Statistics, PhD (F10)",Rejected,4 Mar 2010,,,,,,,4 Mar 2010,4,Mar,2010,4,Mar,2010,Phd
U Of Pitt,"Statistics, PhD (F10)",Rejected,4 Mar 2010,,,,,,,4 Mar 2010,4,Mar,2010,4,Mar,2010,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F10)",Accepted,4 Mar 2010,3.6899999999999999,710.0,800.0,5.5,,A,4 Mar 2010,4,Mar,2010,4,Mar,2010,Masters
Stanford University,"Statistics, PhD (F10)",Accepted,2 Mar 2010,,,,,,,3 Mar 2010,2,Mar,2010,3,Mar,2010,Phd
University Of Connecticut,"Statistics, PhD (F10)",Rejected,3 Mar 2010,,,,,,,3 Mar 2010,3,Mar,2010,3,Mar,2010,Phd
Colorado State University,"Statistics, PhD (F10)",Rejected,3 Mar 2010,,,,,,,3 Mar 2010,3,Mar,2010,3,Mar,2010,Phd
Universite De Montreal,"Statistics, Masters (F10)",Accepted,26 Feb 2010,,,,,,,2 Mar 2010,26,Feb,2010,2,Mar,2010,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F10)",Accepted,2 Mar 2010,,,,,,,2 Mar 2010,2,Mar,2010,2,Mar,2010,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F10)",Accepted,2 Mar 2010,,,,,,,2 Mar 2010,2,Mar,2010,2,Mar,2010,Phd
George Washington University,"Statistics, Masters (F10)",Accepted,2 Mar 2010,,,,,,,2 Mar 2010,2,Mar,2010,2,Mar,2010,Masters
"University Of Michigan, Ann Arbor","Statistics, PhD (F10)",Rejected,2 Mar 2010,,,,,,,2 Mar 2010,2,Mar,2010,2,Mar,2010,Phd
University Of Chicago,"Statistics, PhD (F10)",Accepted,2 Mar 2010,,,,,,,2 Mar 2010,2,Mar,2010,2,Mar,2010,Phd
Colorado State University,"Applied Math And Statistics, PhD (F10)",Accepted,28 Feb 2010,,,,,,,2 Mar 2010,28,Feb,2010,2,Mar,2010,Phd
University Of Maryland,"Mathematical Statistics, PhD (F10)",Rejected,2 Mar 2010,,,,,,,2 Mar 2010,2,Mar,2010,2,Mar,2010,Phd
University Of Maryland,"Statistics, PhD (F10)",Rejected,2 Feb 2010,,,,,,,2 Mar 2010,2,Feb,2010,2,Mar,2010,Phd
Yale,"Statistics, Masters (F10)",Rejected,23 Feb 2010,,,,,,,2 Mar 2010,23,Feb,2010,2,Mar,2010,Masters
"University Of Michigan, Ann Arbor","Statistics, PhD (S10)",Rejected,1 Mar 2010,,,,,,,1 Mar 2010,1,Mar,2010,1,Mar,2010,Phd
Harvard University,"Statistics, PhD (F10)",Accepted,1 Mar 2010,,,,,,,1 Mar 2010,1,Mar,2010,1,Mar,2010,Phd
University Of Connecticut,"Statistics, Masters (F10)",Accepted,26 Feb 2010,,,,,,,28 Feb 2010,26,Feb,2010,28,Feb,2010,Masters
"University Of Michigan, Ann Arbor","Statistics, PhD (F10)",Accepted,27 Feb 2010,,,,,,,28 Feb 2010,27,Feb,2010,28,Feb,2010,Phd
University Of Connecticut,"Statistics, PhD (F10)",Rejected,28 Feb 2010,,,,,,,28 Feb 2010,28,Feb,2010,28,Feb,2010,Phd
Brown University,"Biostatistics, Statistics, PhD (F10)",Rejected,24 Feb 2010,3.96,440.0,790.0,3.0,,I,27 Feb 2010,24,Feb,2010,27,Feb,2010,Phd
University Of Chicago,"Statistics, PhD (F10)",Accepted,24 Feb 2010,,,,,,,27 Feb 2010,24,Feb,2010,27,Feb,2010,Phd
Harvard University,"Statistics, Masters (F10)",Accepted,27 Feb 2010,3.4399999999999999,490.0,800.0,3.0,,I,27 Feb 2010,27,Feb,2010,27,Feb,2010,Masters
University Of Iowa,"Statistics, PhD (F10)",Rejected,27 Feb 2010,,,,,,,27 Feb 2010,27,Feb,2010,27,Feb,2010,Phd
Stony Brook University,"Applied Math And Statistics, PhD (F10)",Accepted,17 Feb 2010,,,,,,,26 Feb 2010,17,Feb,2010,26,Feb,2010,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F10)",Rejected,26 Feb 2010,,,,,,,26 Feb 2010,26,Feb,2010,26,Feb,2010,Masters
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Accepted,24 Feb 2010,,,,,,,26 Feb 2010,24,Feb,2010,26,Feb,2010,Masters
Stanford University,"Statistics, PhD (F10)",Rejected,6 Feb 2010,,,,,,,26 Feb 2010,6,Feb,2010,26,Feb,2010,Phd
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Accepted,25 Feb 2010,,,,,,,26 Feb 2010,25,Feb,2010,26,Feb,2010,Masters
Oxford,"Genomic Medicine And Statistics, PhD (F10)",Rejected,12 Feb 2010,,,,,,,26 Feb 2010,12,Feb,2010,26,Feb,2010,Phd
Yale,"Statistics, PhD (F10)",Accepted,25 Feb 2010,3.2000000000000002,500.0,750.0,0.0,,I,25 Feb 2010,25,Feb,2010,25,Feb,2010,Phd
NCSU,"Statistics, Masters (F10)",Accepted,25 Feb 2010,,,,,,,25 Feb 2010,25,Feb,2010,25,Feb,2010,Masters
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Accepted,25 Feb 2010,,,,,,,25 Feb 2010,25,Feb,2010,25,Feb,2010,Masters
Harvard University,"Statistics, PhD (F10)",Rejected,25 Feb 2010,,,,,,,25 Feb 2010,25,Feb,2010,25,Feb,2010,Phd
"University Of Michigan, Ann Arbor","Applied Statistics, Masters (F10)",Accepted,25 Feb 2010,,,,,,,25 Feb 2010,25,Feb,2010,25,Feb,2010,Masters
Yale,"Statistics, PhD (F10)",Accepted,24 Feb 2010,,,,,,,25 Feb 2010,24,Feb,2010,25,Feb,2010,Phd
Purdue University,"Statistics, Masters (F10)",Accepted,24 Feb 2010,,,,,,,25 Feb 2010,24,Feb,2010,25,Feb,2010,Masters
Harvard University,"Statistics, PhD (F10)",Rejected,24 Feb 2010,,,,,,,24 Feb 2010,24,Feb,2010,24,Feb,2010,Phd
University Of Iowa,"Statistics, PhD (F10)",Rejected,24 Feb 2010,,,,,,,24 Feb 2010,24,Feb,2010,24,Feb,2010,Phd
Yale,"Statistics, PhD (F10)",Accepted,24 Feb 2010,,,,,,,24 Feb 2010,24,Feb,2010,24,Feb,2010,Phd
UIUC,"Statistics, PhD (F10)",Rejected,24 Feb 2010,,,,,,,24 Feb 2010,24,Feb,2010,24,Feb,2010,Phd
