school,program,decision,GPA,GRE,GRE_AW
Carnegie Mellon University,Computer Science (AI / Artificial Life),Accepted,3.93,800.0,5.0
University of Florida,Genetic & Genomic,Rejected,3.25,780.0,2.5
University Of Washington,Genome Sciences,Rejected,3.25,780.0,2.5
University Of Delaware (UDel),Chemical Engineering,Accepted,3.6,800.0,5.0
University Of Pittsburgh,Neuroscience (CNUP),Rejected,4.0,680.0,4.5
Oregon Health And Science University (OHSU),Behavioral Neuroscience,Rejected,4.0,680.0,4.5
Oregon Health And Science University (OHSU),Graduate Program Neuroscience,Rejected,4.0,680.0,4.5
Weill Cornell Medical College,Biosciences - Neuroscience,Rejected,4.0,680.0,4.5
"University Of California, Davis (UCD)",Computer Science,Accepted,3.37,760.0,4.5
SUNY Albany,Clinical Psychology,Rejected,3.66,730.0,4.0
Carnegie Mellon University,Computer Science,Accepted,3.97,800.0,6.0
University of Oxford,History,Accepted,4.0,790.0,5.0
Washington University in St. Louis (WashU/WUSTL),Biomedical Engineering,Accepted,3.9,780.0,4.5
Northeastern University (NEU),Computer Science,Rejected,2.3,780.0,4.5
Columbia FFSEAS,Electrical Engineering,Accepted,3.5,790.0,4.5
Johns Hopkins University,Epidemiology of Microbial Diseases,Rejected,3.8,770.0,4.5
"Purdue University, West Lafayette","Civil & Environmental Engineering, Structural Engineering",Accepted,3.75,800.0,4.5
Massachusetts College Of Art And Design (MassArt),Studio Arts - Fibers,Accepted,3.88,600.0,5.5
Virginia Tech,Mathematical Statistics,Accepted,3.9,760.0,4.0
Vanderbilt University (Peabody),Educational Leadership And Policy Studies,Rejected,4.0,800.0,6.0
Michigan State University,Spanish and Portuguese,Rejected,3.26,680.0,4.0
Massachusetts Institute Of Technology (MIT),AMSC Applied Mathematics,Accepted,4.0,800.0,5.5
University Of Minnesota (UMN),Statistics,Rejected,3.7,800.0,3.5
"University Of California, Berkeley (UCB)",Organic Chemistry,Accepted,3.96,800.0,4.0
Massachusetts Institute Of Technology (MIT),Organic Chemistry,Accepted,3.96,800.0,4.0
University of Texas at Austin,Computer Science,Accepted,3.8,800.0,4.0
"University Of Washington, Seattle",Computer Science,Accepted,3.98,700.0,5.5
University of Texas at Austin,Computer Science (CS),Accepted,3.87,800.0,4.5
"University Of California, Davis (UCD)",Human Development,Accepted,3.62,670.0,4.5
University of Colorado Boulder,Clinical Psychology,Rejected,3.93,650.0,5.5
Washington University in St. Louis (WashU/WUSTL),DBBS-Computational And Molecular Biophysics,Rejected,3.7,610.0,4.0
George Washington University,"Clinical Psychology, PsyD",Rejected,3.33,590.0,5.5
University of Colorado Boulder,Chemical And Biological Engineering,Accepted,3.97,800.0,5.0
Dartmouth,Program In Experimental And Molecular Medicine (PEMM),Rejected,3.23,760.0,5.0
"University Of Washington, Seattle",Chemistry (Organic),Accepted,3.62,800.0,4.5
University of Colorado Boulder,Clinical Psychology,Rejected,3.93,720.0,5.0
California Institute of Technology,Bioengineering,Rejected,3.79,800.0,5.5
"University Of Michigan, Ann Arbor",Linguistics (theoretical),Rejected,4.0,730.0,4.0
The Max Planck Institute For Informatics,Computer Science,Rejected,3.37,760.0,4.5
"University Of California, Berkeley (UCB)",Computer Science,Rejected,3.37,760.0,4.5
"University Of Illinois, Urbana Champaign (UIUC)",Chemical Engineering and Materials Science,Accepted,3.7,800.0,4.0
University of Pennsylvania,Chemistry,Accepted,3.84,800.0,5.0
University Of Virginia,Chemistry,Accepted,3.84,800.0,5.0
Rice University,Ecology and Evolutionary Biology,Rejected,3.71,780.0,4.0
The Scripps Research California,Chemical Biology Track,Rejected,3.81,800.0,4.5
University Of Connecticut Health Center,Biomedical Sciences Program,Rejected,3.64,770.0,4.0
"University Of California, Berkeley (UCB)",MCB,Rejected,3.5,800.0,5.0
"University Of California, Davis (UCD)",Quantitative Psychology,Rejected,3.53,710.0,4.5
Colorado State University,Chemistry,Accepted,3.3,800.0,4.5
"University Of California, Berkeley (UCB)",Cellular and Molecular Biology,Rejected,3.46,800.0,4.0
"University Of California, Berkeley (UCB)",Cellular and Molecular Biology,Rejected,3.46,800.0,4.0
"University Of California, Berkeley (UCB)",Cellular and Molecular Biology,Rejected,3.52,800.0,3.0
Washington University in St. Louis (WashU/WUSTL),DBBS,Rejected,3.52,800.0,3.0
"University Of California, Davis (UCD)",Mechanical Engineering,Accepted,3.2,800.0,4.0
"University Of California, San Francisco (UCSF)","Integrative Program In Quantitative Biology (iPQB), Biophysics",Rejected,3.99,730.0,4.5
"University Of California, Berkeley (UCB)",Organic Chemistry,Accepted,3.96,800.0,4.0
Brown University,Psychology,Rejected,4.0,780.0,6.0
Purdue University -- West Lafayette,Chemical Engineering,Accepted,3.7,800.0,4.0
University Of Central Florida (UCF),Applied Experimental And Human Factors Psychology,Accepted,3.8,700.0,4.5
University of California (UCSB),"Cognition, Perception, And Cognitive Neuroscience",Rejected,3.8,700.0,4.5
Eastern Michigan University,Clinical Psychology,Rejected,3.92,610.0,4.0
University Of Massachusetts Amherst (UMASS),Civil And Environmental Engineering (Environmental),Accepted,3.61,760.0,4.5
"University Of California, Los Angeles (UCLA)",MCIP,Rejected,3.67,780.0,4.5
Ball State University,Natural Resources And Environmental Management,Accepted,3.08,540.0,5.0
Eastern Michigan University,Clinical Psychology,Rejected,3.86,660.0,5.0
"University Of Minnesota, Twin Cities (UMN)",Speech And Language Pathology,Rejected,3.7,730.0,4.0
Ohio State University (OSU),Sociology,Accepted,3.8,720.0,5.5
University Of Cambridge,Applied Mathematics And Theoretical Physics,Accepted,3.95,800.0,6.0
Northeastern University,Social Psychology,Rejected,3.96,790.0,5.5
University of Denver,Affect/Social Psychology,Rejected,3.9,680.0,5.0
Stanford University,Cognitive Psychology,Rejected,3.95,800.0,5.5
"University Of Illinois, Urbana Champaign (UIUC)",Material Science And Engineering,Rejected,3.85,800.0,3.0
University of Notre Dame,Chemical Engineering,Accepted,3.7,800.0,4.0
"University Of Michigan, Ann Arbor",Biopsychology And Behavioral Neuroscience (Psychology),Rejected,3.8,700.0,5.5
"University Of Minnesota, Twin Cities",BBS - Interdepartmental Neuroscience Program,Rejected,3.8,700.0,5.5
Michigan State University,Psychology-Cognition And Cognitive Neuroscience,Accepted,3.8,700.0,5.5
Ohio State University (OSU),Biochemistry OSBP,Rejected,3.71,770.0,4.5
New York University (NYU),Psychology,Rejected,3.88,730.0,5.5
"University Of Michigan, Ann Arbor",Mechanical Engineering,Rejected,3.5,770.0,5.0
"University of California, Irvine",Interdepartmental Neuroscience Program,Rejected,3.57,770.0,5.0
Georgia Institute of Technology,Electrical And Computer Engineering (ECE),Accepted,3.6,790.0,3.5
Stanford University,ECE Electrical Engineering,Accepted,3.9,800.0,4.0
"University Of Washington, Seattle",Pathobiology,Rejected,3.89,540.0,4.0
"University Of California, Los Angeles (UCLA)",Social Psychology,Rejected,3.86,800.0,5.5
Ohio State University (OSU),Social Psychology,Accepted,3.86,800.0,5.5
University of California (UCSB),Anthropology (BioSocial),Rejected,3.53,630.0,4.5
Duke University,Biomedical Engineering,Rejected,3.76,780.0,99.99
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,3.9,780.0,4.5
"University Of Illinois, Urbana Champaign (UIUC)",Psychology (Cognitive),Rejected,3.81,720.0,4.5
University of Oregon,Chemistry,Accepted,3.3,800.0,4.5
"University Of California, Davis (UCD)",Chemistry,Accepted,3.3,800.0,4.5
Princeton University,Chemistry,Accepted,3.3,800.0,4.5
University of Illinois Urbana-Champaign,Material Science And Engineering,Accepted,3.79,800.0,5.5
"University Of Illinois, Urbana Champaign (UIUC)",Materials Science & Engineering (MSE),Rejected,3.5,650.0,3.5
Vanderbilt University,BBS - Interdepartmental Neuroscience Program,Rejected,3.4,760.0,4.0
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,3.77,800.0,4.5
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,3.93,760.0,4.0
"University Of California, Berkeley (UCB)",Bioengineering,Accepted,3.9,800.0,5.0
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,4.0,780.0,4.0
"University Of California, Los Angeles (UCLA)",Molecular And Medical Pharmacology,Rejected,3.13,730.0,5.0
"University Of Arizona, Tucson",Pharmacology And Toxicology,Rejected,3.13,730.0,5.0
Harvard University,Social Psychology,Rejected,4.0,710.0,6.0
University Of Virginia,Social Psychology,Wait,4.0,710.0,6.0
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,3.86,800.0,4.5
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,3.91,800.0,5.0
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,3.62,770.0,5.5
Princeton University,Biosciences - Neuroscience,Rejected,3.8,760.0,5.0
"University Of Wisconsin, Madison",Genetics,Rejected,3.4,780.0,4.5
University of Chicago,Molecular Biosciences,Rejected,3.4,780.0,4.5
Duke University,Genetics And Genomics UPGG,Rejected,3.4,780.0,4.5
Columbia (GSAS),CMBS,Rejected,3.4,780.0,4.5
Rutgers University,Ecology and Evolution,Rejected,3.7,780.0,4.0
University Of Washington,Statistics,Accepted,3.95,800.0,4.5
University Of York,Language And Linguistic Science,Accepted,3.81,800.0,5.0
Rutgers University/University Of Medicine And Dentistry Of New Jersey (UMDNJ),Combined Program Of Biosciences,Rejected,3.28,770.0,4.0
Washington University in St. Louis (WashU/WUSTL),Biology,Rejected,3.28,770.0,4.0
University of Chicago,Genetics Genomics And Systems Biology,Rejected,3.4,770.0,4.5
"Florida State University (FSU), Tallahassee.",Urban And Regional Planning,Accepted,3.7,540.0,4.5
Princeton University,Chemistry,Accepted,3.55,800.0,3.0
"University Of Illinois, Urbana Champaign (UIUC)",Psychology (Cognitive),Accepted,3.88,780.0,5.5
Pennsylvania State University,Mechanical And Nuclear Engineering,Rejected,3.5,770.0,5.0
University of Michigan,Health Management & Policy,Rejected,3.09,710.0,4.5
INSEAD-Paris,Technology And Operations Management,Rejected,3.66,760.0,3.0
Berlin Mathematical School,Mathematics,Accepted,3.95,800.0,4.0
Texas A&M University (TAMU) - College Station,"ECE,Electrical And Computer Engineering",Rejected,8.39,800.0,4.0
"University Of Minnesota, Twin Cities (UMN)",ECE Electrical Engineering,Accepted,8.39,800.0,4.0
"University Of Wisconsin, Madison","ECE, Electrical And Computer Engineering",Accepted,8.0,800.0,4.0
"University Of Illinois, Urbana Champaign (UIUC)",Materials Science And Engineering,Accepted,3.8,800.0,4.5
Ohio State University (OSU),Dance Studies,Rejected,3.8,770.0,5.0
University of Texas at Austin,Chemistry,Accepted,3.7,550.0,3.0
TAMU,Statistics,Rejected,3.9,800.0,3.0
"University Of Wisconsin, Madison",ECE Electrical Engineering,Accepted,3.82,790.0,4.5
University of Tennessee,Clinical Psychology,Rejected,3.86,540.0,5.0
Ohio State University (OSU),Astronomy,Accepted,3.73,800.0,4.5
University of Texas at Austin,Astronomy,Accepted,3.73,800.0,4.5
"University Of North Carolina, Chapel Hill (UNC)",Economics,Accepted,3.54,800.0,5.5
"University Of California, Berkeley (UCB)",Bioengineering,Rejected,3.97,800.0,5.0
"University Of California, San Diego (UCSD)",Cognitive Science,Rejected,3.95,800.0,5.5
University of Georgia,Religion,Accepted,3.99,740.0,5.0
University Of Pennsylvania (UPenn),Cognitive Psychology,Rejected,3.95,800.0,5.5
"University Of California, Berkeley (UCB)",Cognitive Psychology,Rejected,3.95,800.0,5.5
Northwestern University,Cognitive Psychology,Rejected,3.95,800.0,5.5
Massachusetts Institute Of Technology (MIT),Brain And Cognitive Sciences,Rejected,3.95,800.0,5.5
Northwestern University,Social Psychology,Rejected,3.94,760.0,5.5
"University Of Illinois, Urbana Champaign (UIUC)",Psychology (Cognitive),Rejected,3.88,780.0,5.5
Cornell University,Psychology (Cognitive),Rejected,3.88,780.0,5.5
University of Oregon,Biosciences - Neuroscience,Rejected,3.85,710.0,4.5
California Institute of Technology,Computation And Neural Systems,Rejected,3.93,800.0,5.0
Duke University,Computational Biology and Bioinformatics,Rejected,3.9,800.0,4.5
University Of Southern California (USC),Art History,Rejected,3.91,700.0,4.5
"University Of California, Berkeley (UCB)",Molecular & Cell Biology (MCB),Rejected,3.71,690.0,4.5
"University Of California, San Diego (UCSD)",Biological And Biomedical Sciences,Rejected,3.71,690.0,4.5
Brown University,Molecular & Cell Biology (MCB),Rejected,3.86,650.0,5.0
Tufts Sackler,Genetics,Rejected,3.23,760.0,5.0
West Virginia University (WVU),Counseling Psychology,Rejected,3.86,540.0,5.0
"University Of Colorado, Denver",Pharmacology,Rejected,3.13,730.0,5.0
Columbia FFSEAS,ECE Electrical Engineering,Accepted,3.6,770.0,4.0
New York University (NYU),Biomedical Sciences Program,Rejected,3.77,770.0,3.0
Stanford University,"Biosciences (Chemical And Systems Biology, CSB)",Rejected,3.81,800.0,4.5
"University Of Wisconsin, Madison",Cell And Molecular Biology (CMB),Rejected,3.81,800.0,4.5
Washington University in St. Louis (WashU/WUSTL),Molecular And Cellular Biology (DBBS),Rejected,3.81,800.0,4.5
Case Western Reserve University,Biomedical Sciences Training Program (BSTP),Rejected,3.81,800.0,4.5
University Of Washington,Cell and Molecular Biology,Rejected,3.81,800.0,4.5
"University Of Minnesota, Twin Cities",ECE Electrical Engineering,Accepted,3.88,770.0,3.0
"University Of California, Los Angeles (UCLA)",Interdepartmental Neuroscience Program,Rejected,3.9,750.0,5.0
University of California (UCSC),Biomedical Sciences And Engineering (BMSE) Program,Rejected,3.49,86.0,40.0
Washington University in St. Louis (WashU/WUSTL),Biology and Biomedical Sciences,Rejected,3.49,86.0,40.0
Kent State University,Clinical Psychology,Rejected,3.59,760.0,5.5
Ohio State University (OSU),Clinical Psychology,Rejected,3.59,760.0,5.5
"University Of Wisconsin, Milwaukee",Counseling Psychology,Rejected,3.92,610.0,4.0
Iowa State University (ISU),Chemical And Biochemical Engineering,Rejected,3.5,800.0,3.0
Stanford University,Mathematics,Accepted,4.0,800.0,5.0
"University Of California, Berkeley (UCB)",Chemistry,Accepted,3.63,710.0,6.0
Fletcher School (Tufts University),Intl Affairs - MALD,Accepted,3.88,760.0,5.5
University Of Minnesota (UMN),BBS - Interdepartmental Neuroscience Program,Rejected,3.8,700.0,5.5
University Of Pennsylvania (UPenn),Bioengineering,Rejected,3.3,730.0,4.0
London School Of Economics And Political Science,Management And Regulation Of Risk,Accepted,3.62,800.0,3.5
"University Of Missouri, Columbia",Clinical Psychology,Rejected,3.62,730.0,4.0
Pennsylvania State University,Educational Leadership,Accepted,3.4,690.0,5.0
University of Texas at Austin,Chemistry,Accepted,3.62,800.0,4.5
Washington University in St. Louis (WashU/WUSTL),DBBS - Biochemistry,Rejected,3.72,780.0,4.5
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science,Accepted,4.0,800.0,5.5
University Of Virginia (Charlottesville),Biomedical Sciences Molecular Medicine,Rejected,3.23,760.0,5.0
Boston University,Cell And Molecular Biology (CMB),Rejected,3.23,760.0,5.0
Massachusetts Institute Of Technology (MIT),Mathematics,Accepted,3.9,800.0,4.5
"University Of Washington, Seattle",Bioengineering,Rejected,3.23,800.0,3.5
"University Of Illinois, Urbana Champaign (UIUC)",Materials Science And Engineering,Accepted,3.44,760.0,4.5
Georgetown University,Tumor Biology,Rejected,3.23,760.0,5.0
"University Of California, Berkeley (UCB)",Molecular & Cell Biology (MCB),Rejected,4.0,800.0,5.0
University Of Minnesota (UMN),MCSB,Rejected,4.0,800.0,5.0
Yale University,BBS - Molecular Biophysics And Biochemistry,Rejected,4.0,800.0,5.0
University Of Southern California (USC),Physics,Rejected,3.4,640.0,3.5
University of California (UCSB),Anthropology (Archaeology),Rejected,3.47,770.0,6.0
Indiana University Bloomington,East Asian Langauges And Cultures,Rejected,4.0,640.0,6.0
University Of Pennsylvania (UPenn),Clinical Psychology,Rejected,3.92,650.0,5.5
Albert Einstein College Of Medicine,Biological & Biomedical Sciences Program (BBS),Rejected,3.86,650.0,5.0
Johns Hopkins University,"Biochemistry, Cellular, and Molecular Biology (BCMB)",Rejected,3.86,650.0,5.0
University of Pennsylvania,Cell And Molecular Biology(CAMB),Rejected,3.86,650.0,5.0
Harvard University,Systems Biology,Rejected,3.95,800.0,6.0
Stanford University,Biosciences (Ecology And Evolution),Rejected,3.95,800.0,6.0
"University Of California, Berkeley (UCB)",Biophysics,Rejected,3.72,780.0,4.5
Watson School Of Biological Sciences,Biological Sciences,Rejected,3.72,780.0,4.5
Northwestern University,Interdisciplinary Biological Sciences (IBiS),Rejected,3.6,800.0,5.0
University of Southern California,PIBBS,Rejected,3.6,800.0,5.0
"University Of Wisconsin, Madison",Communication Arts- Media And Cultural Studies,Rejected,3.97,570.0,5.0
